enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,last_new_job,training_hours,target
11894,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,15,1,15,1.0
2256,city_76,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,never,139,0.0
27901,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1,8,0.0
14078,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,2,80,0.0
30300,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,>4,33,0.0
28975,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,12,1,336,0.0
10216,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,>4,50,0.0
4875,city_90,0.698,Female,No relevent experience,Full time course,Graduate,STEM,2,never,42,0.0
27927,city_27,0.848,Male,No relevent experience,no_enrollment,Masters,STEM,12,2,17,1.0
20969,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,2,46,1.0
27649,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,3,4,0.0
24200,city_114,0.926,Other,No relevent experience,no_enrollment,Masters,STEM,7,1,48,0.0
32837,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1,4,0.0
22868,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,>4,72,0.0
308,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,2,89,0.0
27252,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,2,112,0.0
29782,city_45,0.89,Male,No relevent experience,Full time course,Graduate,STEM,5,never,19,0.0
13637,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,never,122,0.0
19368,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,10,>4,10,0.0
29696,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,3,2,22,1.0
22841,city_73,0.754,Male,No relevent experience,Full time course,Masters,STEM,14,>4,10,1.0
9363,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,Other,13,1,166,0.0
14951,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,>4,24,0.0
748,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,4,218,0.0
32886,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Arts,12,1,50,0.0
20100,city_160,0.92,Male,No relevent experience,Part time course,Graduate,STEM,4,1,57,0.0
24464,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,1,166,0.0
13783,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,2,13,0.0
14072,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,2,4,0.0
17681,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,7,1,26,0.0
32023,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,3,>4,108,1.0
26837,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,1,89,0.0
28294,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,14,4,88,0.0
13816,city_16,0.91,Male,No relevent experience,Part time course,Graduate,STEM,2,1,37,0.0
375,city_20,0.7959999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,11,2,26,0.0
30034,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,>4,196,0.0
7043,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,4,1,44,0.0
2117,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,13,3,46,0.0
7624,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,7,1,47,1.0
9553,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,2,220,1.0
30420,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,1,1,17,0.0
7895,city_116,0.743,Male,No relevent experience,no_enrollment,Masters,STEM,5,never,79,0.0
130,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,>4,54,0.0
1896,city_144,0.84,Male,Has relevent experience,no_enrollment,Masters,STEM,10,4,69,0.0
1831,city_98,0.949,Male,No relevent experience,no_enrollment,Graduate,STEM,3,>4,43,0.0
21062,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,14,>4,117,0.0
30224,city_21,0.624,Male,No relevent experience,Full time course,Masters,Other,3,2,80,1.0
20177,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,>4,16,0.0
25262,city_16,0.91,Other,Has relevent experience,no_enrollment,Masters,No Major,10,1,105,0.0
9146,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,300,0.0
31116,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,4,never,28,0.0
24449,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,No Major,4,1,74,1.0
27126,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,3,1,100,1.0
18458,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,2,67,0.0
11742,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1,106,0.0
9836,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,2,78,0.0
26665,city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,2,1,15,1.0
22755,city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,19,>4,74,0.0
1340,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1,218,0.0
10807,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,15,0.0
25532,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,1,25,0.0
32730,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,2,122,1.0
1948,city_10,0.895,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,1,22,0.0
15365,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,16,>4,143,0.0
14982,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1,22,0.0
14141,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,1,18,0.0
13835,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,<1,never,70,1.0
9568,city_7,0.647,Male,No relevent experience,Full time course,Graduate,STEM,2,never,30,1.0
23201,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,9,1,174,0.0
24651,city_150,0.698,Male,Has relevent experience,no_enrollment,Graduate,Humanities,4,1,80,1.0
4644,city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,12,3,26,0.0
15821,city_24,0.698,Male,Has relevent experience,Full time course,Masters,STEM,3,2,45,0.0
10670,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1,78,1.0
20377,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,1,1,29,0.0
791,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,2,77,0.0
11351,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1,22,0.0
15778,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1,15,0.0
6870,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,>4,36,1.0
17690,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,Arts,<1,1,73,0.0
6013,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,3,55,0.0
10793,city_16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,9,1,55,1.0
30581,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,2,18,0.0
9421,city_76,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,>4,62,0.0
14714,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,4,109,1.0
1725,city_99,0.915,Male,Has relevent experience,no_enrollment,Masters,Humanities,16,4,60,0.0
3154,city_67,0.855,Male,Has relevent experience,Part time course,Graduate,STEM,6,1,98,0.0
6688,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,82,0.0
17332,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,3,1,19,0.0
1524,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,2,23,0.0
27737,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,>4,110,1.0
11146,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,16,never,17,1.0
4712,city_67,0.855,Female,Has relevent experience,Part time course,Graduate,STEM,5,1,48,0.0
30227,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,2,99,0.0
8907,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1,9,0.0
25015,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,4,13,0.0
30515,city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,7,never,90,0.0
26949,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,174,0.0
31589,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,3,54,0.0
31374,city_57,0.866,Male,Has relevent experience,Full time course,Graduate,STEM,9,3,44,0.0
7705,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,2,21,0.0
17146,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1,30,1.0
26675,city_103,0.92,Female,No relevent experience,Full time course,Graduate,STEM,2,1,21,1.0
33065,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,never,102,1.0
20620,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,Business Degree,19,2,70,0.0
19768,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,3,1,64,1.0
13215,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,>4,20,1.0
2386,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,2,16,0.0
5697,city_61,0.913,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,1,9,0.0
5172,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,never,38,1.0
1815,city_27,0.848,Male,Has relevent experience,no_enrollment,Masters,STEM,18,>4,17,1.0
3907,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,16,>4,58,0.0
372,city_45,0.89,Male,No relevent experience,Part time course,Graduate,No Major,3,1,24,0.0
10580,city_114,0.926,Male,Has relevent experience,no_enrollment,Phd,STEM,16,2,28,0.0
33376,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,Business Degree,8,4,74,0.0
27970,city_33,0.448,Male,No relevent experience,no_enrollment,Graduate,STEM,1,never,73,1.0
9059,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,7,1,26,0.0
27233,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,7,1,3,1.0
30763,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1,17,1.0
3074,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1,20,0.0
26667,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,2,17,1.0
16761,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,5,>4,60,0.0
22702,city_65,0.802,Male,No relevent experience,Full time course,Graduate,STEM,6,1,40,0.0
20533,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,1,65,0.0
13312,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,1,9,1.0
5051,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1,18,1.0
13663,city_136,0.897,Male,No relevent experience,no_enrollment,Graduate,Business Degree,17,>4,51,0.0
30803,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,never,18,1.0
24856,city_160,0.92,Female,Has relevent experience,Part time course,Graduate,STEM,14,>4,39,0.0
27478,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,No Major,19,1,64,1.0
24844,city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,6,never,15,1.0
4296,city_71,0.884,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,>4,58,0.0
32407,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,>4,242,0.0
26286,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,1,124,0.0
26269,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,47,0.0
8862,city_89,0.925,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,>4,162,1.0
396,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,4,12,0.0
26319,city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1,47,0.0
20788,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,7,2,24,1.0
19380,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,>20,3,44,1.0
29233,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,5,3,5,0.0
25771,city_114,0.926,Male,No relevent experience,Full time course,Masters,Other,8,4,134,0.0
6514,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,1,19,0.0
901,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,4,11,0.0
10267,city_103,0.92,Female,No relevent experience,no_enrollment,Masters,STEM,>20,never,72,0.0
2474,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,2,81,0.0
10054,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,13,4,52,0.0
16767,city_69,0.856,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1,124,0.0
20557,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1,29,1.0
21160,city_13,0.8270000000000001,Male,No relevent experience,Full time course,Graduate,STEM,5,1,77,1.0
24527,city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1,130,0.0
19549,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,3,56,1.0
17580,city_44,0.725,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1,61,0.0
2206,city_136,0.897,Male,Has relevent experience,no_enrollment,Phd,STEM,11,2,200,0.0
33168,city_21,0.624,Female,Has relevent experience,Full time course,Masters,STEM,<1,1,29,1.0
28497,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1,46,1.0
931,city_105,0.794,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1,6,0.0
22350,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1,210,0.0
25365,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,14,>4,64,0.0
27270,city_46,0.762,Male,Has relevent experience,no_enrollment,Masters,STEM,6,never,21,0.0
6004,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1,10,1.0
11141,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1,49,0.0
12143,city_104,0.924,Male,No relevent experience,Full time course,Masters,STEM,>20,2,24,0.0
4673,city_10,0.895,Male,Has relevent experience,no_enrollment,Masters,STEM,14,3,18,0.0
18736,city_90,0.698,Male,Has relevent experience,Part time course,Masters,STEM,10,1,37,0.0
18353,city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,1,37,0.0
26857,city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1,46,0.0
11590,city_136,0.897,Male,No relevent experience,Part time course,Graduate,Arts,2,2,40,0.0
8262,city_114,0.926,Female,No relevent experience,Full time course,Graduate,STEM,8,1,146,1.0
14668,city_134,0.698,Male,No relevent experience,Full time course,Graduate,STEM,2,never,48,0.0
7149,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,61,0.0
6119,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,35,0.0
29411,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1,36,0.0
29066,city_158,0.7659999999999999,Male,No relevent experience,no_enrollment,Graduate,STEM,1,never,19,1.0
16139,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,Arts,5,4,11,0.0
18954,city_150,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,1,1,165,0.0
20256,city_65,0.802,Male,No relevent experience,no_enrollment,Masters,Business Degree,3,1,34,0.0
19893,city_106,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,6,1,98,1.0
26297,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,2,54,1.0
1160,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,18,>4,45,0.0
8824,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,1,13,1.0
29439,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,12,1,121,0.0
30554,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1,118,0.0
12255,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,>4,40,0.0
14554,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,3,1,100,1.0
24931,city_10,0.895,Male,Has relevent experience,no_enrollment,Masters,STEM,14,1,83,0.0
23149,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,19,0.0
23067,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,2,41,0.0
16502,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,6,never,36,0.0
15333,city_115,0.789,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1,10,0.0
2289,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,14,1,28,0.0
19025,city_103,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,7,>4,6,1.0
22223,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,>4,12,0.0
4860,city_57,0.866,Male,Has relevent experience,no_enrollment,Phd,STEM,20,>4,61,0.0
7556,city_40,0.7759999999999999,Male,No relevent experience,Full time course,Graduate,STEM,5,1,330,0.0
17844,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,3,97,0.0
1448,city_175,0.7759999999999999,Female,Has relevent experience,no_enrollment,Graduate,STEM,17,>4,13,1.0
7302,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,3,15,0.0
33278,city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,6,never,236,0.0
17057,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,6,2,4,0.0
12195,city_173,0.878,Male,No relevent experience,Part time course,Graduate,STEM,5,1,77,0.0
380,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,1,110,0.0
10920,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1,106,0.0
13298,city_114,0.926,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,2,140,0.0
9349,city_136,0.897,Male,Has relevent experience,no_enrollment,Phd,STEM,14,3,8,0.0
30465,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,9,3,174,0.0
29532,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,4,33,0.0
13522,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,78,1.0
27849,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1,134,1.0
17530,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,16,3,72,0.0
16402,city_100,0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,>4,112,0.0
31134,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,>4,278,0.0
10383,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,>4,66,0.0
30363,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,94,0.0
12004,city_45,0.89,Male,No relevent experience,Part time course,Graduate,STEM,8,2,108,0.0
5215,city_115,0.789,Male,Has relevent experience,Full time course,Graduate,STEM,14,1,130,0.0
10405,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,4,35,0.0
25798,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,3,12,0.0
23720,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,2,90,0.0
30163,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,25,0.0
20008,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,>4,146,0.0
5869,city_64,0.6659999999999999,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,4,54,0.0
28110,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,57,0.0
25514,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,11,1,75,0.0
21289,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,No Major,5,3,6,1.0
26001,city_7,0.647,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1,18,0.0
1844,city_76,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1,100,0.0
24731,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,9,2,75,0.0
19539,city_28,0.939,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,>4,9,0.0
6535,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,1,100,1.0
29993,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1,56,1.0
11665,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,25,0.0
32410,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,1,86,0.0
6634,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,1,78,0.0
5975,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,1,7,1.0
21561,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,13,1,24,1.0
18783,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,102,1.0
17768,city_144,0.84,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,1,41,1.0
29020,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1,72,1.0
21906,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,3,7,1.0
25667,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,28,0.0
27510,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,5,1,25,0.0
596,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1,60,0.0
5690,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,4,109,1.0
7690,city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,8,>4,36,1.0
17095,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,3,21,0.0
19589,city_73,0.754,Female,Has relevent experience,no_enrollment,Graduate,STEM,12,1,222,0.0
6190,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,16,0.0
7868,city_90,0.698,Female,No relevent experience,no_enrollment,Graduate,STEM,2,1,48,0.0
2982,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,18,1,61,0.0
4378,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,3,113,0.0
7403,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,1,31,0.0
118,city_10,0.895,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1,111,0.0
27057,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,>4,112,0.0
27729,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1,172,0.0
30482,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,7,1,32,0.0
23023,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,>4,20,0.0
25624,city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,161,0.0
24242,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,Humanities,2,2,266,0.0
6247,city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,17,1,18,0.0
27207,city_71,0.884,Other,Has relevent experience,no_enrollment,Graduate,STEM,13,>4,30,0.0
4960,city_150,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,18,>4,69,0.0
13181,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,11,>4,70,0.0
5613,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1,8,0.0
29715,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,9,1,47,0.0
9788,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1,26,0.0
6567,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,11,1,56,0.0
28499,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,>4,38,0.0
1681,city_103,0.92,Male,No relevent experience,Full time course,Masters,STEM,10,1,105,0.0
8790,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,3,2,46,0.0
11244,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,20,2,15,0.0
8599,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,2,11,0.0
101,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,19,3,12,0.0
18902,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,6,1,9,0.0
10702,city_98,0.949,Female,Has relevent experience,Full time course,Graduate,STEM,16,3,152,0.0
213,city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,3,1,22,1.0
18125,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,7,1,20,0.0
3489,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,2,43,0.0
20972,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,>4,37,0.0
6848,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,>4,22,1.0
1415,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,2,26,0.0
14645,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,1,6,1.0
20686,city_136,0.897,Female,Has relevent experience,no_enrollment,Masters,STEM,2,1,56,0.0
31127,city_97,0.925,Male,Has relevent experience,Full time course,Graduate,STEM,3,2,228,0.0
15646,city_176,0.764,Male,Has relevent experience,Full time course,Masters,STEM,10,1,102,0.0
1743,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,Business Degree,>20,never,133,0.0
4915,city_57,0.866,Female,Has relevent experience,Full time course,Graduate,STEM,5,never,40,1.0
25407,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,30,0.0
25826,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,4,54,0.0
25594,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,never,80,0.0
7371,city_103,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,14,1,15,0.0
7920,city_84,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,15,2,96,1.0
3810,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,152,0.0
